=== SEMANTIC ANOMALIES ===
Records with >=1 semantic anomaly: 880

MAG-6000434 | extreme_ppsf | Mantri Elite | apartment | 3 BHK | bath 2 | carpet 106 | super 153 | price 19540000 | floor 23 / 26 | locality dlf phase 3 | live True | verified False
MAG-6002922 | extreme_ppsf | Casagrand Residency | apartment | 2 BHK | bath 1 | carpet 76 | super 110 | price 12980000 | floor 1 / 16 | locality sector 65 | live True | verified True
100-6000220 | large_BHK_0parking | My Home Residency | apartment | 5 BHK | bath 4 | carpet 1979 | super 2797 | price 26920000 | floor 27 / 28 | locality dwarka expressway | live True | verified True
100-6003311 | large_BHK_0parking | Mantri Greens Phase 1 | builder floor | 5 BHK | bath 5 | carpet 1920 | super 2688 | price 34560000 | floor 11 / 15 | locality mg road | live True | verified True
MAG-6000371 | extreme_ppsf | Nitesh Greens | apartment | 2 BHK | bath 2 | carpet 77 | super 104 | price 9320000 | floor 23 / 31 | locality dlf phase 3 | live True | verified False
DWE-6003046 | house_many_floors | Adarsh Crest Apartments | independent house | 3 BHK | bath 3 | carpet 1256 | super 1773 | price 21680000 | floor 2 / 11 | locality sector 49 | live True | verified True
MAG-6000534 | extreme_ppsf | Godrej Woods | apartment | 3 BHK | bath 3 | carpet 110 | super 146 | price 16140000 | floor 4 / 14 | locality sohna road | live False | verified True
DWE-6003052 | house_many_floors | my home serenity | independent house | 2 BHK | bath 2 | carpet 815 | super 1138 | price 10100000 | floor 0 / 16 | locality sector 82 | live True | verified False
MAG-6001515 | extreme_ppsf | Adarsh Terraces | villa | 3 BHK | bath 3 | carpet 117 | super 169 | price 12710000 | floor 5 / 8 | locality sector 65 | live True | verified False
MAG-6003281 | large_BHK_0parking | Sobha Greens Apartments | apartment | 4 BHK | bath 4 | carpet 1634 | super 2072 | price 26580000 | floor 17 / 21 | locality new gurgaon | live False | verified True
SQU-6000199 | house_many_floors | Godrej Greens | independent house | 2 BHK | bath 2 | carpet 779 | super 1117 | price 10670000 | floor 3 / 16 | locality dlf phase 3 | live False | verified False
SQU-6000860 | large_BHK_0balcony | Rohan Meadows | apartment | 4 BHK | bath 4 | carpet 1567 | super 2212 | price 17270000 | floor 23 / 28 | locality golf course road | live True | verified True
DWE-6000728 | large_BHK_0parking | My Home Habitat | apartment | 4 BHK | bath 3 | carpet 1538 | super 2141 | price 18970000 | floor 3 / 13 | locality golf course road | live True | verified False
MAG-6001529 | house_many_floors,extreme_ppsf | Century Heights | independent house | 3 BHK | bath 2 | carpet 117 | super 153 | price 20110000 | floor 16 / 19 | locality mg road | live True | verified True
SQU-6002130 | 0BHK+0bath,0BHK_large_area | Salarpuria Boulevard | apartment | 0 BHK | bath 0 | carpet 1548 | super 2205 | price 21190000 | floor 2 / 4 | locality dlf phase 3 | live True | verified True
MAG-6002939 | house_many_floors,extreme_ppsf | Mantri Woods | independent house | 2 BHK | bath 1 | carpet 88 | super 121 | price 12270000 | floor 26 / 28 | locality sector 65 | live False | verified False
MAG-6002437 | extreme_ppsf | Century Park | apartment | 2 BHK | bath 1 | carpet 90 | super 126 | price 14220000 | floor 0 / 5 | locality golf course road | live True | verified False
MAG-6002602 | extreme_ppsf | Century Habitat | apartment | 3 BHK | bath 2 | carpet 106 | super 143 | price 19140000 | floor 13 / 23 | locality sector 65 | live True | verified False
100-6003383 | large_BHK_0parking | Puravankara-Elite | apartment | 4 BHK | bath 4 | carpet 1468 | super 1924 | price 17920000 | floor 1 / 11 | locality golf course road | live True | verified False
MAG-6001576 | house_many_floors,extreme_ppsf | Godrej Elite | independent house | 1 BHK | bath 1 | carpet 52 | super 74 | price 11820000 | floor 3 / 15 | locality new gurgaon | live True | verified True
DWE-6000349 | house_many_floors | Salarpuria Sanctuary | independent house | 2 BHK | bath 2 | carpet 808 | super 1112 | price 15050000 | floor 1 / 14 | locality sohna road | live True | verified False
MAG-6001809 | extreme_ppsf | Aparna Willows | builder floor | 3 BHK | bath 3 | carpet 108 | super 138 | price 14700000 | floor 1 / 9 | locality sector 65 | live True | verified False
100-6000575 | large_BHK_0parking | Adarsh Residency | apartment | 5 BHK | bath 4 | carpet 1957 | super 2601 | price 27330000 | floor 1 / 15 | locality dwarka expressway | live True | verified False
MAG-6001999 | house_many_floors,extreme_ppsf | Rohan Heights | independent house | 3 BHK | bath 2 | carpet 111 | super 143 | price 21260000 | floor 15 / 15 | locality mg road | live False | verified False
SQU-6001064 | large_BHK_0parking,house_many_floors | Salarpuria Pavilion | independent house | 4 BHK | bath 3 | carpet 1500 | super 2168 | price 19890000 | floor 3 / 11 | locality dlf phase 3 | live False | verified True
MAG-6000841 | extreme_ppsf | Century Sanctuary | apartment | 3 BHK | bath 2 | carpet 114 | super 162 | price 20970000 | floor 16 / 19 | locality new gurgaon | live True | verified False
MAG-6000751 | extreme_ppsf | Rohan Meadows | apartment | 5 BHK | bath 5 | carpet 187 | super 271 | price 36840000 | floor 4 / 11 | locality mg road | live True | verified True
DWE-6001227 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Prestige Enclave | plot | 0 BHK | bath 0 | carpet 1944 | super 1944 | price 17840000 | floor 0 / 0 | locality sector 65 | live True | verified True
MAG-6003335 | extreme_ppsf | Adarsh Sanctuary Apartments | apartment | 2 BHK | bath 2 | carpet 78 | super 96 | price 9600000 | floor 4 / 23 | locality mg road | live True | verified True
100-6002310 | large_BHK_0parking | Lodha Residency | apartment | 4 BHK | bath 3 | carpet 1653 | super 2115 | price 27280000 | floor 1 / 7 | locality sector 56 | live True | verified False
100-6000389 | house_many_floors | Brigade Vista | independent house | 4 BHK | bath 3 | carpet 1554 | super 2106 | price 24800000 | floor 9 / 21 | locality dwarka expressway | live True | verified True
MAG-6001479 | extreme_ppsf | Puravankara Heights | apartment | 3 BHK | bath 3 | carpet 118 | super 148 | price 20800000 | floor 8 / 15 | locality golf course road | live True | verified True
MAG-6000707 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Sobha Enclave | plot | 0 BHK | bath 0 | carpet 2065 | super 2065 | price 14670000 | floor 0 / 0 | locality sector 49 | live True | verified True
ZER-6002866 | large_BHK_0balcony,large_BHK_0parking | Assetz Pavilion | apartment | 4 BHK | bath 4 | carpet 1622 | super 2084 | price 26050000 | floor 3 / 4 | locality sector 82 | live True | verified True
ZER-6002894 | house_many_floors | Kolte Patil Woods | independent house | 3 BHK | bath 3 | carpet 1150 | super 1613 | price 13750000 | floor 11 / 14 | locality sector 82 | live True | verified False
MAG-6000299 | 0BHK+0bath,0/0_floor,carpet_equals_super,extreme_ppsf | Century Elite | plot | 0 BHK | bath 0 | carpet 176 | super 176 | price 20940000 | floor 0 / 0 | locality sector 82 | live True | verified False
ZER-6000872 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Century Heights | plot | 0 BHK | bath 0 | carpet 2080 | super 2080 | price 17580000 | floor 0 / 0 | locality sector 49 | live True | verified True
SQU-6003174 | large_BHK_0parking | Puravankara Boulevard Phase 1 | apartment | 4 BHK | bath 4 | carpet 1522 | super 1932 | price 12760000 | floor 2 / 8 | locality sohna road | live True | verified True
SQU-6000454 | large_BHK_0parking | Adarsh Enclave | apartment | 4 BHK | bath 3 | carpet 1443 | super 2070 | price 15170000 | floor 7 / 12 | locality new gurgaon | live False | verified False
100-6000329 | large_BHK_0parking | Salarpuria Boulevard | apartment | 4 BHK | bath 4 | carpet 1621 | super 2277 | price 28290000 | floor 4 / 4 | locality mg road | live True | verified True
ZER-6001934 | large_BHK_0parking | Puravankara Greens | apartment | 4 BHK | bath 3 | carpet 1396 | super 1794 | price 17980000 | floor 6 / 8 | locality sector 65 | live True | verified False
MAG-6002708 | extreme_ppsf | Lodha Park | apartment | 2 BHK | bath 1 | carpet 71 | super 100 | price 7780000 | floor 0 / 4 | locality golf course road | live True | verified False
MAG-6000192 | extreme_ppsf | Mantri Heights | apartment | 2 BHK | bath 2 | carpet 70 | super 101 | price 14260000 | floor 14 / 26 | locality new gurgaon | live True | verified False
ZER-6002864 | house_many_floors | Prestige Sanctuary | independent house | 4 BHK | bath 4 | carpet 1571 | super 2013 | price 29120000 | floor 3 / 15 | locality sector 65 | live True | verified False
MAG-6000603 | extreme_ppsf | Mantri Enclave | apartment | 2 BHK | bath 1 | carpet 86 | super 117 | price 12120000 | floor 2 / 29 | locality dlf phase 3 | live False | verified True
ZER-6000634 | large_BHK_0parking | Puravankara Serenity | apartment | 4 BHK | bath 3 | carpet 1687 | super 2126 | price 31380000 | floor 8 / 18 | locality sector 56 | live True | verified True
SQU-6000249 | large_BHK_0balcony | Salarpuria Crest | builder floor | 4 BHK | bath 3 | carpet 1603 | super 2166 | price 26380000 | floor 16 / 25 | locality new gurgaon | live True | verified False
MAG-6002534 | large_BHK_0balcony | Kolte Patil Boulevard | apartment | 4 BHK | bath 4 | carpet 1627 | super 2044 | price 23590000 | floor 7 / 11 | locality sohna road | live True | verified True
MAG-6000392 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Mantri Enclave | plot | 0 BHK | bath 0 | carpet 1579 | super 1579 | price 8570000 | floor 0 / 0 | locality dwarka expressway | live False | verified False
MAG-6002266 | house_many_floors | Mantri Woods | independent house | 3 BHK | bath 2 | carpet 1168 | super 1519 | price 19420000 | floor 2 / 32 | locality sector 82 | live True | verified True
SQU-6000415 | house_many_floors | Prestige Woods | independent house | 1 BHK | bath 1 | carpet 633 | super 827 | price 9400000 | floor 8 / 16 | locality sector 82 | live True | verified True
MAG-6003248 | large_BHK_0parking,extreme_ppsf | Shriram Elite Apartments | apartment | 4 BHK | bath 3 | carpet 145 | super 208 | price 14900000 | floor 10 / 32 | locality sector 49 | live True | verified True
MAG-6000816 | extreme_ppsf | Casagrand Sanctuary | apartment | 2 BHK | bath 1 | carpet 76 | super 99 | price 9920000 | floor 8 / 9 | locality new gurgaon | live False | verified True
DWE-6000572 | house_many_floors | Puravankara Greens | independent house | 2 BHK | bath 2 | carpet 898 | super 1157 | price 9030000 | floor 8 / 29 | locality new gurgaon | live False | verified True
100-6000578 | extreme_ppsf | Aparna Vista | apartment | 2 BHK | bath 1 | carpet 803 | super 1065 | price 14620 | floor 12 / 15 | locality sohna road | live True | verified True
DWE-6001772 | large_BHK_0balcony,large_BHK_0parking | Shriram Pavilion | apartment | 5 BHK | bath 5 | carpet 1939 | super 2727 | price 28110000 | floor 21 / 25 | locality sector 82 | live True | verified True
DWE-6001406 | large_BHK_0parking | Assetz Willows | builder floor | 5 BHK | bath 5 | carpet 1898 | super 2471 | price 29020000 | floor 7 / 15 | locality sector 56 | live True | verified True
MAG-6000390 | extreme_ppsf | Salarpuria Willows | apartment | 3 BHK | bath 2 | carpet 110 | super 144 | price 21590000 | floor 2 / 4 | locality sector 56 | live True | verified True
ZER-6003300 | house_many_floors | Salarpuria-Vista | independent house | 2 BHK | bath 1 | carpet 847 | super 1204 | price 16160000 | floor 11 / 20 | locality mg road | live True | verified True
ZER-6002694 | large_BHK_0parking | Adarsh Grand | apartment | 4 BHK | bath 4 | carpet 1622 | super 2320 | price 19230000 | floor 7 / 7 | locality mg road | live True | verified False
MAG-6001242 | house_many_floors | Shriram Crest | independent house | 3 BHK | bath 2 | carpet 1181 | super 1671 | price 15970000 | floor 16 / 17 | locality new gurgaon | live True | verified True
MAG-6002702 | extreme_ppsf | Lodha Crest | builder floor | 2 BHK | bath 1 | carpet 75 | super 96 | price 13870000 | floor 7 / 9 | locality sector 65 | live True | verified False
MAG-6000431 | extreme_ppsf | Adarsh Vista | apartment | 2 BHK | bath 2 | carpet 82 | super 117 | price 9910000 | floor 1 / 4 | locality new gurgaon | live True | verified True
100-6001539 | large_BHK_0parking | Century Crest | apartment | 4 BHK | bath 3 | carpet 1601 | super 2044 | price 23830000 | floor 3 / 5 | locality golf course road | live True | verified True
MAG-6001263 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Casagrand Pavilion | plot | 0 BHK | bath 0 | carpet 2066 | super 2066 | price 17990000 | floor 0 / 0 | locality sector 65 | live False | verified True
100-6000529 | large_BHK_0balcony | Prestige Pavilion | apartment | 4 BHK | bath 3 | carpet 1617 | super 2163 | price 26030000 | floor 14 / 25 | locality sector 82 | live False | verified True
MAG-6001056 | extreme_ppsf | Casagrand Sanctuary | apartment | 2 BHK | bath 1 | carpet 76 | super 102 | price 9090000 | floor 9 / 18 | locality dlf phase 3 | live True | verified False
SQU-6003325 | large_BHK_0parking | Puravankara Greens | apartment | 4 BHK | bath 3 | carpet 1394 | super 1785 | price 18770000 | floor 6 / 8 | locality sector 65 | live True | verified False
MAG-6000264 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Lodha Pavilion | plot | 0 BHK | bath 0 | carpet 1380 | super 1380 | price 10260000 | floor 0 / 0 | locality sector 82 | live True | verified True
MAG-6002183 | large_BHK_0balcony,extreme_ppsf | Aparna Crest | apartment | 4 BHK | bath 3 | carpet 147 | super 196 | price 23760000 | floor 1 / 12 | locality mg road | live True | verified False
DWE-6002893 | house_many_floors | Brigade Woods | independent house | 2 BHK | bath 2 | carpet 867 | super 1231 | price 16230000 | floor 9 / 11 | locality new gurgaon | live True | verified False
ZER-6002509 | house_many_floors | Shriram Sanctuary | independent house | 2 BHK | bath 1 | carpet 827 | super 1162 | price 8740000 | floor 2 / 11 | locality sector 65 | live True | verified False
DWE-6000132 | large_BHK_0parking | Adarsh Heights | apartment | 4 BHK | bath 4 | carpet 1485 | super 2016 | price 27660000 | floor 13 / 29 | locality sector 65 | live True | verified False
DWE-6000721 | large_BHK_0balcony | Rohan Pavilion | independent house | 4 BHK | bath 3 | carpet 1580 | super 2039 | price 18640000 | floor 7 / 9 | locality sector 82 | live False | verified True
MAG-6000291 | large_BHK_0balcony | Rohan Heights | apartment | 4 BHK | bath 3 | carpet 1603 | super 2232 | price 15840000 | floor 6 / 27 | locality mg road | live True | verified True
ZER-6000951 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Lodha Pavilion | plot | 0 BHK | bath 0 | carpet 1310 | super 1310 | price 11800000 | floor 0 / 0 | locality sector 56 | live True | verified True
MAG-6001231 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Century Grand | plot | 0 BHK | bath 0 | carpet 2417 | super 2417 | price 24110000 | floor 0 / 0 | locality sector 82 | live True | verified False
ZER-6000288 | house_many_floors | Puravankara Elite | independent house | 4 BHK | bath 3 | carpet 1564 | super 2210 | price 17160000 | floor 10 / 25 | locality mg road | live True | verified False
MAG-6002593 | large_BHK_0balcony | Shriram Residency | apartment | 4 BHK | bath 4 | carpet 1689 | super 2415 | price 34630000 | floor 1 / 6 | locality sector 49 | live True | verified False
MAG-6003453 | large_BHK_0parking | The Puravankara Boulevard | apartment | 4 BHK | bath 4 | carpet 1513 | super 1945 | price 12900000 | floor 2 / 8 | locality sohna road | live True | verified True
MAG-6000145 | large_BHK_0balcony,large_BHK_0parking | Puravankara Pavilion | apartment | 5 BHK | bath 4 | carpet 1867 | super 2389 | price 32570000 | floor 12 / 13 | locality new gurgaon | live True | verified True
DWE-6001440 | house_many_floors | Nitesh Heights | independent house | 3 BHK | bath 2 | carpet 1070 | super 1512 | price 18330000 | floor 19 / 26 | locality sector 82 | live False | verified True
DWE-6003348 | large_BHK_0balcony | ROHAN MEADOWS | apartment | 4 BHK | bath 4 | carpet 1569 | super 2210 | price 16660000 | floor 23 / 28 | locality golf course road | live True | verified True
MAG-6002062 | extreme_ppsf | My Home Greens | apartment | 1 BHK | bath 1 | carpet 40 | super 57 | price 5820000 | floor 1 / 16 | locality golf course road | live True | verified True
MAG-6000137 | large_BHK_0balcony,large_BHK_0parking,extreme_ppsf | Rohan Habitat | apartment | 5 BHK | bath 5 | carpet 182 | super 232 | price 35090000 | floor 6 / 9 | locality sector 49 | live True | verified True
100-6000678 | extreme_ppsf | Nitesh Pavilion | apartment | 1 BHK | bath 1 | carpet 453 | super 633 | price 5030 | floor 0 / 26 | locality mg road | live True | verified True
100-6002229 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Shriram Grand | plot | 0 BHK | bath 0 | carpet 1827 | super 1827 | price 19660000 | floor 0 / 0 | locality golf course road | live False | verified False
MAG-6002209 | extreme_ppsf | Rohan Sanctuary | apartment | 3 BHK | bath 2 | carpet 111 | super 139 | price 18390000 | floor 1 / 12 | locality sector 65 | live False | verified True
DWE-6000675 | large_BHK_0balcony | Assetz Boulevard | apartment | 4 BHK | bath 4 | carpet 1501 | super 1939 | price 23940000 | floor 19 / 29 | locality golf course road | live True | verified False
MAG-6000956 | large_BHK_0balcony,extreme_ppsf | Mantri Serenity | apartment | 4 BHK | bath 4 | carpet 137 | super 182 | price 27000000 | floor 4 / 4 | locality sector 49 | live True | verified True
SQU-6000871 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Lodha Terraces | plot | 0 BHK | bath 0 | carpet 1039 | super 1039 | price 9610000 | floor 0 / 0 | locality sector 56 | live True | verified True
MAG-6000552 | extreme_ppsf | Assetz Terraces | apartment | 2 BHK | bath 1 | carpet 82 | super 118 | price 16960000 | floor 16 / 16 | locality sector 65 | live True | verified True
MAG-6002277 | large_BHK_0balcony | Assetz Willows | apartment | 4 BHK | bath 4 | carpet 1543 | super 2017 | price 24090000 | floor 5 / 5 | locality golf course road | live True | verified False
ZER-6002230 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Mantri Grand | plot | 0 BHK | bath 0 | carpet 1873 | super 1873 | price 12920000 | floor 0 / 0 | locality golf course road | live True | verified False
100-6002787 | large_BHK_0balcony | Lodha Enclave | apartment | 4 BHK | bath 4 | carpet 1487 | super 1939 | price 19840000 | floor 0 / 8 | locality sector 56 | live True | verified False
ZER-6003497 | large_BHK_0parking | The Sobha Pavilion | apartment | 4 BHK | bath 3 | carpet 1533 | super 2126 | price 24120000 | floor 20 / 21 | locality sector 65 | live True | verified True
100-6003491 | house_many_floors | Prestige Woods Apartments | independent house | 1 BHK | bath 1 | carpet 631 | super 829 | price 9830000 | floor 8 / 16 | locality sector 82 | live False | verified True
MAG-6000201 | house_many_floors,extreme_ppsf | Lodha Grand | independent house | 2 BHK | bath 2 | carpet 74 | super 93 | price 9830000 | floor 17 / 25 | locality sector 56 | live False | verified True
100-6002366 | large_BHK_0balcony,large_BHK_0parking | Brigade Woods | apartment | 4 BHK | bath 3 | carpet 1614 | super 2255 | price 17010000 | floor 18 / 23 | locality sector 65 | live True | verified True
ZER-6000598 | large_BHK_0parking | My Home Heights | villa | 4 BHK | bath 3 | carpet 1653 | super 2375 | price 15570000 | floor 22 / 32 | locality sector 49 | live False | verified False
MAG-6000131 | large_BHK_0parking | Casagrand Sanctuary | apartment | 5 BHK | bath 4 | carpet 2011 | super 2553 | price 35090000 | floor 14 / 15 | locality dlf phase 3 | live True | verified False
MAG-6001655 | house_many_floors,extreme_ppsf | Salarpuria Habitat | independent house | 3 BHK | bath 2 | carpet 111 | super 154 | price 18550000 | floor 8 / 27 | locality sohna road | live False | verified False
MAG-6000814 | extreme_ppsf | Lodha Sanctuary | apartment | 2 BHK | bath 1 | carpet 77 | super 99 | price 11670000 | floor 2 / 5 | locality sohna road | live False | verified False
SQU-6000450 | large_BHK_0balcony | Rohan Grand | apartment | 4 BHK | bath 3 | carpet 1649 | super 2174 | price 8840000 | floor 1 / 14 | locality mg road | live True | verified True
DWE-6003103 | house_many_floors | Prestige Sanctuary Phase 1 | independent house | 4 BHK | bath 4 | carpet 1558 | super 2002 | price 29380000 | floor 3 / 15 | locality sector 65 | live False | verified False
MAG-6000014 | large_BHK_0balcony | Aparna Terraces | apartment | 4 BHK | bath 4 | carpet 1596 | super 2271 | price 30830000 | floor 8 / 13 | locality sector 65 | live True | verified False
MAG-6002108 | extreme_ppsf | Century Heights | independent house | 2 BHK | bath 2 | carpet 75 | super 105 | price 13340000 | floor 1 / 7 | locality golf course road | live True | verified False
MAG-6002167 | extreme_ppsf | Brigade Pavilion | apartment | 2 BHK | bath 2 | carpet 88 | super 112 | price 12050000 | floor 22 / 27 | locality new gurgaon | live True | verified False
ZER-6000488 | large_BHK_0parking | Godrej Residency | apartment | 5 BHK | bath 5 | carpet 1972 | super 2515 | price 20330000 | floor 22 / 25 | locality new gurgaon | live True | verified True
MAG-6000205 | extreme_ppsf | Mantri Terraces | builder floor | 3 BHK | bath 3 | carpet 119 | super 151 | price 14730000 | floor 19 / 24 | locality dlf phase 3 | live False | verified True
DWE-6002240 | house_many_floors | Godrej Woods | independent house | 3 BHK | bath 3 | carpet 1268 | super 1602 | price 16740000 | floor 4 / 16 | locality sohna road | live True | verified True
SQU-6001142 | house_many_floors | Lodha Meadows | independent house | 3 BHK | bath 3 | carpet 1198 | super 1527 | price 15830000 | floor 23 / 27 | locality sohna road | live True | verified True
DWE-6003436 | large_BHK_0parking | The Prestige Habitat | apartment | 4 BHK | bath 4 | carpet 1663 | super 2202 | price 21490000 | floor 10 / 12 | locality sector 56 | live True | verified True
100-6000030 | large_BHK_0balcony | Brigade Greens | apartment | 4 BHK | bath 4 | carpet 1464 | super 1908 | price 22600000 | floor 19 / 28 | locality dwarka expressway | live True | verified True
DWE-6003108 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Prestige Vista Apartments | plot | 0 BHK | bath 0 | carpet 1177 | super 1177 | price 6440000 | floor 0 / 0 | locality new gurgaon | live False | verified True
MAG-6000452 | large_BHK_0parking | Mantri Woods | apartment | 4 BHK | bath 4 | carpet 1651 | super 2377 | price 23470000 | floor 27 / 31 | locality dlf phase 3 | live True | verified True
100-6001096 | large_BHK_0balcony,house_many_floors | Nitesh Park | independent house | 4 BHK | bath 4 | carpet 1529 | super 2215 | price 19730000 | floor 13 / 29 | locality golf course road | live False | verified True
ZER-6000436 | house_many_floors | Prestige Crest | independent house | 3 BHK | bath 3 | carpet 1153 | super 1577 | price 23210000 | floor 24 / 26 | locality sector 56 | live True | verified True
MAG-6002222 | extreme_ppsf | Casagrand Elite | apartment | 2 BHK | bath 1 | carpet 72 | super 103 | price 9720000 | floor 2 / 4 | locality sector 65 | live True | verified True
SQU-6000398 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Mantri Habitat | plot | 0 BHK | bath 0 | carpet 2058 | super 2058 | price 24480000 | floor 0 / 0 | locality sector 56 | live True | verified True
DWE-6000896 | house_many_floors | Aparna Meadows | independent house | 3 BHK | bath 3 | carpet 1311 | super 1853 | price 27790000 | floor 10 / 30 | locality dlf phase 3 | live True | verified False
MAG-6002669 | extreme_ppsf | Prestige Boulevard | apartment | 3 BHK | bath 3 | carpet 110 | super 141 | price 14960000 | floor 8 / 12 | locality sector 65 | live False | verified True
MAG-6002917 | extreme_ppsf | Prestige Boulevard | apartment | 2 BHK | bath 2 | carpet 75 | super 97 | price 12770000 | floor 4 / 12 | locality new gurgaon | live True | verified True
ZER-6001881 | large_BHK_0parking | Sobha Grand | builder floor | 4 BHK | bath 3 | carpet 1609 | super 2276 | price 21050000 | floor 10 / 13 | locality dwarka expressway | live True | verified True
MAG-6000475 | extreme_ppsf | Mantri Boulevard | apartment | 2 BHK | bath 1 | carpet 72 | super 94 | price 11140000 | floor 14 / 32 | locality new gurgaon | live True | verified True
MAG-6001037 | extreme_ppsf | Rohan Greens | apartment | 2 BHK | bath 2 | carpet 78 | super 107 | price 12880000 | floor 11 / 13 | locality sohna road | live True | verified True
MAG-6002480 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Puravankara Elite | plot | 0 BHK | bath 0 | carpet 1903 | super 1903 | price 20170000 | floor 0 / 0 | locality golf course road | live True | verified True
MAG-6000681 | house_many_floors | Century Greens | independent house | 3 BHK | bath 3 | carpet 1262 | super 1594 | price 22810000 | floor 5 / 17 | locality dwarka expressway | live True | verified False
ZER-6000928 | house_many_floors | Sobha Woods | independent house | 3 BHK | bath 2 | carpet 1238 | super 1770 | price 16600000 | floor 6 / 19 | locality golf course road | live True | verified True
ZER-6000359 | large_BHK_0balcony,large_BHK_0parking | Salarpuria Terraces | apartment | 4 BHK | bath 4 | carpet 1580 | super 2121 | price 28940000 | floor 1 / 8 | locality mg road | live False | verified False
ZER-6003009 | large_BHK_0balcony | Sobha Terraces | builder floor | 5 BHK | bath 5 | carpet 1933 | super 2468 | price 19200000 | floor 2 / 18 | locality sector 65 | live True | verified True
ZER-6000085 | house_many_floors | Sobha Terraces | independent house | 3 BHK | bath 3 | carpet 1231 | super 1775 | price 17520000 | floor 4 / 11 | locality new gurgaon | live True | verified False
MAG-6002004 | extreme_ppsf | Godrej Serenity | apartment | 1 BHK | bath 1 | carpet 46 | super 58 | price 8410000 | floor 4 / 5 | locality sector 65 | live True | verified False
MAG-6000067 | extreme_ppsf | Salarpuria Residency | apartment | 2 BHK | bath 2 | carpet 86 | super 112 | price 17010000 | floor 6 / 10 | locality golf course road | live True | verified False
100-6003211 | large_BHK_0balcony | Shriram Terraces Phase 1 | apartment | 5 BHK | bath 4 | carpet 1958 | super 2704 | price 19930000 | floor 8 / 16 | locality dlf phase 3 | live True | verified False
SQU-6000516 | large_BHK_0parking | Rohan Enclave | apartment | 4 BHK | bath 3 | carpet 1576 | super 2264 | price 28650000 | floor 8 / 14 | locality sector 65 | live True | verified True
MAG-6001246 | extreme_ppsf | Brigade Sanctuary | apartment | 3 BHK | bath 3 | carpet 111 | super 149 | price 12640000 | floor 10 / 11 | locality sector 49 | live True | verified False
DWE-6000818 | house_many_floors | Aparna Greens | independent house | 3 BHK | bath 3 | carpet 1238 | super 1639 | price 14460000 | floor 20 / 20 | locality mg road | live True | verified True
MAG-6002014 | house_many_floors | Prestige Terraces | independent house | 1 BHK | bath 1 | carpet 430 | super 559 | price 6140000 | floor 2 / 15 | locality dwarka expressway | live True | verified False
MAG-6001494 | house_many_floors | Salarpuria Grand | independent house | 2 BHK | bath 2 | carpet 892 | super 1205 | price 17340000 | floor 25 / 28 | locality dwarka expressway | live False | verified False
DWE-6000668 | 0BHK+0bath,0BHK_large_area,0/0_floor,carpet_equals_super | Kolte Patil Heights | plot | 0 BHK | bath 0 | carpet 2257 | super 2257 | price 21270000 | floor 0 / 0 | locality sector 82 | live True | verified True
